,location,total_sqft,bath,price,bhk
2746,Haralur Road,1243.0,2,46.0,2
2747,Haralur Road,1243.0,2,46.0,2
2748,Haralur Road,1243.0,2,46.0,2
2749,Haralur Road,1817.0,3,110.0,3
2750,Haralur Road,1225.0,2,77.0,2
2751,Haralur Road,1285.0,2,78.0,2
2752,Haralur Road,1225.0,2,67.48,2
2753,Haralur Road,1225.0,2,69.84,2
2754,Haralur Road,1200.0,2,46.0,2
2755,Haralur Road,1315.0,2,85.0,2
2756,Haralur Road,1976.0,3,92.0,3
2757,Haralur Road,1300.0,2,75.0,2
2758,Haralur Road,1309.0,2,82.0,2
2759,Haralur Road,1027.0,1,44.0,2
2760,Haralur Road,1243.0,2,46.0,2
2761,Haralur Road,1243.0,2,46.0,2
2762,Haralur Road,1140.0,2,43.0,2
2763,Haralur Road,1300.0,2,75.0,2
2764,Haralur Road,1243.0,2,46.0,2
2765,Haralur Road,1890.0,3,84.0,3
2766,Haralur Road,1230.0,2,67.65,2
2767,Haralur Road,1194.0,2,46.0,2
2768,Haralur Road,1092.0,2,44.0,2
2769,Haralur Road,1464.0,3,56.0,3
2770,Haralur Road,1255.0,3,90.0,3
2771,Haralur Road,1735.0,3,97.0,3
2772,Haralur Road,1810.0,3,97.83,3
2773,Haralur Road,1200.0,2,46.0,2
2774,Haralur Road,1243.0,2,46.0,2
2775,Haralur Road,1810.0,3,112.0,3
2776,Harlur,1508.0,2,77.0,2
2777,Harlur,1752.12,3,135.0,3
2778,Harlur,2450.0,3,120.0,3
2779,Harlur,1460.0,3,73.0,3
2780,Harlur,1709.0,3,150.0,3
2781,Harlur,1174.0,2,69.0,2
2782,Harlur,1033.0,2,49.0,2
2783,Harlur,1197.0,2,84.0,2
2784,Harlur,1757.0,3,132.0,3
2785,Harlur,1174.0,2,76.0,2
2786,Harlur,1754.0,3,125.0,3
2787,Harlur,1290.0,2,85.0,2
2788,Harlur,1752.12,3,116.0,3
2789,Harlur,1754.0,3,135.0,3
2790,Harlur,1754.0,3,124.0,3
2791,Harlur,1152.0,2,69.0,2
2792,Harlur,1290.0,2,87.0,2
2793,Harlur,1749.0,3,115.0,3
2794,Harlur,3385.0,4,260.0,4
2795,Harlur,1758.0,3,133.0,3
2796,Harlur,1884.0,4,120.0,4
2797,Harlur,1197.0,2,79.0,2
2798,Harlur,1174.0,2,78.0,2
2799,Harlur,1730.0,3,100.0,3
2800,Harlur,2138.0,3,110.0,3
2801,Harlur,1200.0,2,52.0,2
2802,Harlur,1197.0,2,79.0,2
2803,Harlur,1749.0,3,112.0,3
2804,Harlur,1174.0,2,75.0,2
2805,Harlur,1750.0,3,136.0,3
2806,Harlur,1620.0,3,110.0,3
2807,Harlur,1414.0,3,77.5,3
2808,Harlur,1630.0,3,95.1,3
2809,Harlur,1762.0,3,133.0,3
2810,Harlur,1756.0,3,131.0,3
2811,Harlur,1755.0,3,130.0,3
2812,Harlur,1864.0,3,140.0,3
2813,Harlur,1331.0,2,88.0,2
2814,Harlur,1752.12,3,133.0,3
2815,Harlur,1133.0,2,55.0,2
2816,Harlur,1756.0,3,128.0,3
2817,Harlur,1749.0,3,120.0,3
2818,Harlur,1197.0,2,82.0,2
2819,Harlur,1303.0,2,90.0,2
2820,Harlur,1754.0,3,132.0,3
2821,Harlur,1174.0,2,75.0,2
2822,Harlur,1756.0,3,134.0,3
2823,Harlur,1197.0,2,78.0,2
2824,Harlur,1290.0,2,89.9,2
2825,Harlur,1386.0,2,85.0,2
2826,Harlur,1174.0,2,74.0,2
2827,Harlur,1174.0,2,78.0,2
2828,Harlur,1710.0,3,85.0,3
2829,Harlur,1755.0,3,115.0,3
2830,Harlur,2820.0,4,153.5,4
2831,Harlur,2569.0,4,175.0,4
2832,Harlur,1710.0,3,85.0,3
2833,Harlur,1197.0,2,77.0,2
2834,Harlur,1752.12,3,125.0,3
2835,Harlur,2569.0,5,180.0,4
2836,Harlur,1225.0,2,56.0,2
2837,Harlur,1197.0,2,76.0,2
2838,Harlur,2137.0,3,110.0,3
2839,Harlur,1197.0,2,75.0,2
2840,Harlur,1755.0,3,117.0,3
2841,Harlur,1197.0,2,79.9,2
2842,Harlur,936.0,2,45.0,2
2843,Harlur,2990.0,4,225.0,4
2844,Harlur,1370.0,2,88.0,2
2845,Harlur,1335.0,2,72.76,2
2846,Hebbal,1760.0,2,123.0,3
2847,Hebbal,5611.5,4,477.0,4
2848,Hebbal,1900.0,3,119.0,3
2849,Hebbal,1349.0,2,98.2,2
2850,Hebbal,2483.0,5,212.0,4
2851,Hebbal,1760.0,2,130.0,3
2852,Hebbal,1920.0,3,134.0,3
2853,Hebbal,1337.0,2,82.0,2
2854,Hebbal,1349.0,2,98.0,2
2855,Hebbal,1036.0,2,50.0,2
2856,Hebbal,1255.0,2,77.68,3
2857,Hebbal,1355.0,3,83.87,3
2858,Hebbal,1790.0,3,127.0,3
2859,Hebbal,687.325,2,42.72,2
2860,Hebbal,2790.0,5,198.0,4
2861,Hebbal,1985.0,4,189.0,3
2862,Hebbal,2483.0,5,215.0,4
2863,Hebbal,1080.0,2,54.0,2
2864,Hebbal,812.0,2,55.0,2
2865,Hebbal,2790.0,4,198.0,4
2866,Hebbal,1075.0,2,52.0,2
2867,Hebbal,3067.0,4,230.0,4
2868,Hebbal,1040.0,2,50.0,2
2869,Hebbal,3067.0,4,230.0,4
2870,Hebbal,1255.0,2,77.68,3
2871,Hebbal,823.0,2,50.63,2
2872,Hebbal,1420.0,2,123.0,2
2873,Hebbal,1069.0,3,65.4,3
2874,Hebbal,1420.0,2,99.39,2
2875,Hebbal,4235.0,4,365.0,4
2876,Hebbal,1700.0,3,124.0,3
2877,Hebbal,3960.0,5,386.0,4
2878,Hebbal,1550.0,2,75.0,3
2879,Hebbal,1420.0,2,99.39,2
2880,Hebbal,1355.0,3,83.87,3
2881,Hebbal,1440.0,2,115.0,2
2882,Hebbal,1100.0,2,54.0,2
2883,Hebbal,1355.0,3,83.87,3
2884,Hebbal,2400.0,4,180.0,3
2885,Hebbal,1255.0,2,77.68,3
2886,Hebbal,1420.0,2,107.0,2
2887,Hebbal,1320.0,2,92.0,2
2888,Hebbal,919.0,2,49.0,2
2889,Hebbal,1645.0,3,135.0,3
2890,Hebbal,2080.0,3,175.0,3
2891,Hebbal,1355.0,3,83.87,3
2892,Hebbal,2483.0,5,230.0,4
2893,Hebbal,2600.0,3,195.0,3
2894,Hebbal,1645.0,3,117.0,3
2895,Hebbal,1251.0,2,88.73,2
2896,Hebbal,1645.0,3,121.0,3
2897,Hebbal,1760.0,3,123.0,3
2898,Hebbal,2790.0,4,198.0,4
2899,Hebbal,3960.0,5,386.0,4
2900,Hebbal,1645.0,3,120.0,3
2901,Hebbal,1255.0,2,90.0,3
2902,Hebbal,1645.0,3,117.0,3
2903,Hebbal,1255.0,3,77.68,3
2904,Hebbal,1586.0,3,90.0,3
2905,Hebbal,1636.0,3,119.0,3
2906,Hebbal,2661.0,2,226.5,3
2907,Hebbal,1255.0,2,95.0,3
2908,Hebbal,2790.0,4,198.0,4
2909,Hebbal,1269.0,2,73.0,3
2910,Hebbal,1255.0,2,95.0,3
2911,Hebbal,1088.0,2,61.45,2
2912,Hebbal,1349.0,2,97.8,2
2913,Hebbal,1255.0,3,77.68,3
2914,Hebbal,1344.0,2,108.0,2
2915,Hebbal,1255.0,2,90.0,3
2916,Hebbal,1255.0,3,77.68,3
2917,Hebbal,1138.0,2,110.0,2
2918,Hebbal,2790.0,5,204.0,4
2919,Hebbal,1088.0,2,62.0,2
2920,Hebbal,1987.0,4,165.0,3
2921,Hebbal,2790.0,5,198.0,4
2922,Hebbal,1299.0,2,100.0,2
2923,Hebbal,1200.0,2,60.0,2
2924,Hebbal,1645.0,3,117.0,3
2925,Hebbal,1390.0,2,95.0,2
2926,Hebbal,1333.0,2,100.0,2
2927,Hebbal,1355.0,3,83.87,3
2928,Hebbal,2650.0,4,199.0,3
2929,Hebbal,1800.0,3,140.0,3
2930,Hebbal,1860.0,3,95.0,3
2931,Hebbal,2470.0,4,203.0,4
2932,Hebbal,1255.0,2,95.0,3
2933,Hebbal,1333.0,2,104.0,2
2934,Hebbal,1645.0,3,117.0,3
2935,Hebbal,2600.0,3,199.0,3
2936,Hebbal,1345.0,2,97.0,2
2937,Hebbal,1110.0,3,59.0,3
2938,Hebbal,985.0,2,62.0,2
2939,Hebbal,1320.0,2,91.0,2
2940,Hebbal,2388.0,3,195.0,3
2941,Hebbal,1040.0,2,55.0,2
2942,Hebbal,1315.0,3,65.0,3
2943,Hebbal,1150.0,2,55.0,2
2944,Hebbal,2600.0,3,195.0,3
2945,Hebbal,1075.0,2,52.0,2
2946,Hebbal,2630.0,5,188.0,4
2947,Hebbal,2790.0,5,198.0,4
2948,Hebbal,1645.0,3,113.0,3
2949,Hebbal,1355.0,3,83.87,3
2950,Hebbal,1420.0,2,99.39,2
2951,Hebbal,1590.0,3,96.0,3
2952,Hebbal,1162.0,2,69.0,2
2953,Hebbal,1100.0,2,60.0,2
2954,Hebbal,4235.0,5,364.0,4
2955,Hebbal,1299.0,2,97.0,2
2956,Hebbal,1255.0,3,77.68,3
2957,Hebbal,2470.0,5,192.0,4
2958,Hebbal,1645.0,3,117.0,3
2959,Hebbal,1920.0,3,134.0,3
2960,Hebbal,1920.0,3,150.0,3
2961,Hebbal,2375.0,4,189.0,4
2962,Hebbal,1420.0,2,99.26,2
2963,Hebbal,1252.0,2,92.0,2
2964,Hebbal,2790.0,4,198.0,4
2965,Hebbal,1162.0,2,59.0,2
2966,Hebbal,1294.0,2,115.0,2
2967,Hebbal,1150.0,2,57.0,2
2968,Hebbal,1740.0,2,137.0,3
2969,Hebbal,1430.0,3,85.0,3
2970,Hebbal,1662.0,3,155.0,3
2971,Hebbal,2250.0,3,219.0,3
2972,Hebbal,1349.0,2,98.0,2
2973,Hebbal,1349.0,2,96.8,2
2974,Hebbal Kempapura,1700.0,3,155.0,3
2975,Hebbal Kempapura,1800.0,3,175.0,3
2976,Hebbal Kempapura,2900.0,4,300.0,3
2977,Hebbal Kempapura,3522.0,3,380.0,3
2978,Hebbal Kempapura,2280.0,5,200.0,5
2979,Hebbal Kempapura,1200.0,2,125.0,2
2980,Hebbal Kempapura,2900.0,4,240.0,3
2981,Hebbal Kempapura,3900.0,5,360.0,4
2982,Hebbal Kempapura,1300.0,2,102.0,2
2983,Hebbal Kempapura,1466.0,2,140.0,3
2984,Hebbal Kempapura,3900.0,5,310.0,4
2985,Hebbal Kempapura,1725.0,2,165.0,3
2986,Hebbal Kempapura,1200.0,3,125.0,3
2987,Hebbal Kempapura,3408.0,3,260.0,3
2988,Hebbal Kempapura,1485.0,3,132.0,2
2989,Hebbal Kempapura,1400.0,2,108.0,2
2990,Hebbal Kempapura,1800.0,3,150.0,3
2991,Hebbal Kempapura,2400.0,5,200.0,5
2992,Hebbal Kempapura,2800.0,5,220.0,5
2993,Hebbal Kempapura,1785.0,3,165.0,3
2994,Hebbal Kempapura,3729.0,4,384.0,4
2995,Hebbal Kempapura,1600.0,3,170.0,3
2996,Hebbal Kempapura,1730.0,3,175.0,3
2997,Hebbal Kempapura,2485.0,4,198.0,4
2998,Hegde Nagar,1569.0,3,101.0,3
2999,Hegde Nagar,3000.0,7,210.0,6
3000,Hegde Nagar,2026.0,3,132.0,3
3001,Hegde Nagar,1801.0,3,115.0,3
3002,Hegde Nagar,1050.0,1,56.0,2
3003,Hegde Nagar,1341.0,2,97.0,2
3004,Hegde Nagar,2112.95,4,145.0,3
3005,Hegde Nagar,1200.0,4,83.0,4
3006,Hegde Nagar,1703.0,3,113.0,3
3007,Hegde Nagar,1570.0,3,105.0,3
3008,Hegde Nagar,1801.0,3,140.0,3
3009,Hegde Nagar,1584.01,3,103.0,3
3010,Hegde Nagar,1965.0,4,125.0,3
3011,Hegde Nagar,1200.0,2,75.0,2
3012,Hegde Nagar,1847.0,3,135.0,3
3013,Hegde Nagar,1965.0,4,132.0,3
3014,Hegde Nagar,1703.0,3,125.0,3
3015,Hegde Nagar,1847.0,3,125.0,3
3016,Hegde Nagar,2144.6,4,145.0,3
3017,Hegde Nagar,1718.0,3,119.0,3
3018,Hegde Nagar,1847.0,3,123.0,3
3019,Hegde Nagar,1340.0,2,72.0,2
3020,Hegde Nagar,2087.01,3,115.0,3
3021,Hegde Nagar,1703.0,3,130.0,3
3022,Hegde Nagar,2087.01,4,135.0,3
3023,Hegde Nagar,1718.0,3,130.0,3
3024,Hegde Nagar,1884.0,4,118.0,3
3025,Hegde Nagar,1930.0,4,122.0,3
3026,Hegde Nagar,1584.01,3,104.0,3
3027,Hegde Nagar,1168.0,2,68.0,3
3028,Hegde Nagar,2162.03,4,129.0,3
3029,Hegde Nagar,2087.01,4,160.0,3
3030,Hegde Nagar,1000.0,2,66.0,2
3031,Hegde Nagar,1348.0,2,80.5,3
3032,Hennur,1075.0,2,52.0,2
3033,Hennur,1255.0,2,52.32,2
3034,Hennur,1225.0,2,57.0,2
3035,Hennur,1255.0,2,57.5,2
3036,Hennur,1259.0,2,57.0,2
3037,Hennur,1255.0,2,53.5,2
3038,Hennur,1285.0,2,60.0,2
3039,Hennur,1285.0,2,60.0,2
3040,Hennur,1100.0,2,60.0,2
3041,Hennur,1231.0,2,48.0,2
3042,Hennur,1255.0,2,58.0,2
3043,Hennur,1040.0,2,42.12,2
3044,Hennur,1255.0,2,54.5,2
3045,Hennur,1041.0,2,40.6,2
3046,Hennur,1340.0,3,54.24,3
3047,Hennur,1255.0,2,55.5,2
3048,Hennur,1260.0,2,52.0,3
3049,Hennur,1231.0,2,50.0,2
3050,Hennur,2500.0,5,125.0,5
3051,Hennur,1160.0,2,49.0,2
3052,Hennur,2400.0,3,135.0,3
3053,Hennur,1255.0,2,53.5,2
3054,Hennur,1255.0,2,55.5,2
3055,Hennur,1100.0,2,44.55,2
3056,Hennur,1255.0,2,57.5,2
3057,Hennur,960.0,2,48.0,2
3058,Hennur,1020.0,2,48.0,2
3059,Hennur,1255.0,2,52.32,2
3060,Hennur,1295.0,2,64.0,2
3061,Hennur,1935.0,3,102.0,3
3062,Hennur,1655.0,2,70.5,3
3063,Hennur,1345.0,2,69.0,3
3064,Hennur,1255.0,2,58.0,2
3065,Hennur,1420.0,2,62.0,2
3066,Hennur,1155.0,2,54.5,2
3067,Hennur,1255.0,2,52.32,2
3068,Hennur,1255.0,2,52.35,2
3069,Hennur,3517.0,2,161.5,4
3070,Hennur,1340.0,2,54.27,3
3071,Hennur,1255.0,2,54.5,2
3072,Hennur,1830.0,2,113.0,3
3073,Hennur,1830.5,3,84.205,3
3074,Hennur,1255.0,2,55.5,2
3075,Hennur,1255.0,2,53.57,2
3076,Hennur,1255.0,2,56.5,2
3077,Hennur,1050.0,2,42.73,2
3078,Hennur,1295.0,2,62.0,2
3079,Hennur Road,2089.0,3,140.0,3
3080,Hennur Road,3203.5,2,224.5,4
3081,Hennur Road,5000.0,8,250.0,8
3082,Hennur Road,1385.0,2,83.09,2
3083,Hennur Road,1317.5,2,63.77,2
3084,Hennur Road,1500.0,2,62.0,3
3085,Hennur Road,2264.0,3,159.0,3
3086,Hennur Road,1157.0,2,84.0,2
3087,Hennur Road,1904.0,3,120.0,3
3088,Hennur Road,1891.0,3,109.0,3
3089,Hennur Road,1561.0,3,95.0,3
3090,Hennur Road,1192.0,2,60.0,3
3091,Hennur Road,2060.0,3,149.0,3
3092,Hennur Road,1482.0,2,92.0,3
3093,Hennur Road,1232.0,2,89.0,2
3094,Hennur Road,1065.0,2,42.6,2
3095,Hennur Road,1482.0,2,83.73,3
3096,Hennur Road,1482.0,2,87.0,3
3097,Hennur Road,1891.0,3,139.0,3
3098,Hennur Road,1703.0,3,101.0,3
3099,Hennur Road,1232.0,2,69.61,2
3100,Hennur Road,987.0,2,49.0,2
3101,Hennur Road,1804.0,3,102.0,3
3102,Hennur Road,2160.0,3,160.0,3
3103,Hennur Road,1186.0,2,63.0,3
3104,Hennur Road,1680.0,3,99.27,3
3105,Hennur Road,1065.0,2,42.6,2
3106,Hennur Road,1385.0,2,83.09,2
3107,Hennur Road,1186.0,2,56.0,3
3108,Hennur Road,2350.0,3,174.0,3
3109,Hennur Road,1586.0,3,93.94,3
3110,Hennur Road,1975.0,3,123.0,3
3111,Hennur Road,1664.0,2,93.865,3
3112,Hennur Road,1290.0,2,94.5,3
3113,Hennur Road,901.0,2,49.5,2
3114,Hennur Road,1445.0,3,86.56,3
3115,Hennur Road,1482.0,2,97.0,3
3116,Hennur Road,1182.0,2,82.5,2
3117,Hennur Road,1192.0,2,62.0,3
3118,Hennur Road,1036.0,2,59.46,2
3119,Hennur Road,1891.0,3,109.0,3
3120,Hennur Road,1232.0,2,69.61,2
3121,Hennur Road,1804.0,3,102.0,3
3122,Hennur Road,2320.0,3,170.0,3
3123,Hennur Road,1936.0,3,118.0,3
3124,Hennur Road,1480.0,2,65.0,2
3125,Hennur Road,1590.0,3,96.5,3
3126,Hennur Road,1445.0,2,105.0,3
3127,Hennur Road,1036.0,2,59.45,2
3128,Hennur Road,1832.0,3,125.0,3
3129,Hennur Road,1359.0,2,104.0,2
3130,Hennur Road,1341.0,2,75.76,2
3131,Hennur Road,1040.0,2,50.0,2
3132,Hennur Road,1685.0,3,95.0,3
3133,Hennur Road,1414.0,2,84.18,2
3134,Hennur Road,1949.0,3,133.0,3
3135,Hennur Road,1232.0,2,89.0,2
3136,Hennur Road,1250.0,2,77.88,3
3137,Hennur Road,2502.0,4,180.0,4
3138,Hennur Road,1831.0,3,110.0,3
3139,Hennur Road,1232.0,2,87.0,2
3140,Hennur Road,1232.0,2,74.0,2
3141,Hennur Road,1232.0,2,66.0,2
3142,Hennur Road,1341.0,2,95.0,2
3143,Hennur Road,2700.0,3,150.0,3
3144,Hennur Road,1232.0,2,88.0,2
3145,Hennur Road,2365.0,4,175.0,3
3146,Hennur Road,1310.0,2,66.0,2
3147,Hennur Road,1552.0,3,75.0,3
3148,Hennur Road,1015.0,2,50.0,2
3149,Hennur Road,1186.0,2,55.33,3
3150,Hennur Road,2264.0,3,168.0,3
3151,Hennur Road,2002.0,3,120.0,3
3152,Hennur Road,1232.0,2,69.6,2
3153,Hennur Road,1195.0,2,73.0,2
3154,Hennur Road,1020.0,2,47.0,2
3155,Hennur Road,5100.0,6,375.0,5
3156,Hennur Road,1061.0,2,54.92,2
3157,Hennur Road,1585.0,2,80.0,3
3158,Hennur Road,1020.0,2,45.0,2
3159,Hennur Road,2041.0,3,128.0,3
3160,Hennur Road,1232.0,2,87.0,2
3161,Hennur Road,1066.0,2,52.23,2
3162,Hennur Road,973.0,2,56.0,2
3163,Hennur Road,1255.0,2,84.0,2
3164,Hennur Road,1232.0,2,83.0,2
3165,Hennur Road,1832.0,3,116.0,3
3166,Hennur Road,2050.0,3,120.0,3
3167,Hennur Road,1445.0,2,86.69,3
3168,Hennur Road,1445.0,2,83.0,3
3169,Hennur Road,1679.0,3,94.86,3
3170,Hennur Road,1482.0,2,68.9,3
3171,Hennur Road,1654.0,3,97.8,3
3172,Hennur Road,1480.0,3,100.0,3
3173,Hennur Road,1450.0,3,88.6,3
3174,Hennur Road,1155.0,2,69.18,2
3175,Hennur Road,1053.0,2,53.0,2
3176,Hennur Road,1195.0,2,59.0,2
3177,Hennur Road,1904.0,3,129.0,3
3178,Hennur Road,1981.0,3,134.0,3
3179,Hennur Road,1155.0,2,69.18,2
3180,Hennur Road,2000.0,4,90.0,4
3181,Hennur Road,1590.0,3,105.0,3
3182,Hennur Road,2041.0,3,138.0,3
3183,Hennur Road,1100.0,2,78.0,3
3184,Hennur Road,1880.0,4,154.0,4
3185,Hennur Road,1232.0,2,69.61,2
3186,Hennur Road,1748.0,3,103.0,3
3187,Hennur Road,1460.0,2,80.3,2
3188,Hennur Road,1570.0,3,75.99,3
3189,Hennur Road,1933.0,3,140.0,3
3190,Hennur Road,1030.0,2,46.5,2
3191,Hennur Road,1232.0,2,69.61,2
3192,Hennur Road,1450.0,3,79.0,3
3193,Hennur Road,1445.0,2,89.56,3
3194,Hennur Road,973.0,2,50.74,2
3195,Hennur Road,1482.0,2,83.73,3
3196,Hennur Road,1305.0,2,77.0,3
3197,Hennur Road,1672.0,3,86.0,3
3198,Hennur Road,1165.0,2,67.0,2
3199,Hennur Road,980.0,2,51.0,2
3200,Hennur Road,1232.0,2,80.0,2
3201,Hennur Road,1085.0,2,43.4,2
3202,Hennur Road,950.0,2,55.0,2
3203,Hennur Road,1140.0,2,56.0,2
3204,Hennur Road,1891.0,3,110.0,3
3205,Hennur Road,1735.0,3,78.0,3
3206,Hennur Road,1470.0,2,75.0,3
3207,Hennur Road,1165.0,2,52.0,2
3208,Hennur Road,1450.0,2,80.0,2
3209,Hennur Road,1155.0,2,69.18,2
3210,Hennur Road,1936.0,3,131.0,3
3211,Hoodi,985.0,2,67.0,2
3212,Hoodi,1715.0,2,95.0,3
3213,Hoodi,2118.0,4,111.0,4
3214,Hoodi,1425.0,2,80.0,2
3215,Hoodi,1420.0,2,75.0,2
3216,Hoodi,1639.0,3,110.0,3
3217,Hoodi,1606.0,3,89.55,3
3218,Hoodi,1639.0,3,98.32,3
3219,Hoodi,2090.0,4,95.1,4
3220,Hoodi,2863.0,4,140.0,4
3221,Hoodi,1512.0,3,75.77,3
3222,Hoodi,1026.0,2,60.87,2
3223,Hoodi,1050.0,2,50.0,2
3224,Hoodi,1400.0,2,78.0,2
3225,Hoodi,2400.0,5,160.0,5
3226,Hoodi,1196.0,2,71.74,2
3227,Hoodi,1553.0,3,83.09,3
3228,Hoodi,1500.0,2,84.0,2
3229,Hoodi,1055.0,2,57.63,2
3230,Hoodi,1925.0,2,114.0,3
3231,Hoodi,1400.0,2,82.0,2
3232,Hoodi,1746.0,3,84.95,3
3233,Hoodi,706.0,1,48.24,1
3234,Hoodi,1257.0,2,69.0,2
3235,Hoodi,1132.0,2,67.9,2
3236,Hoodi,1925.0,3,110.0,3
3237,Hoodi,1769.0,3,96.87,3
3238,Hoodi,1257.0,2,71.03,2
3239,Hoodi,1305.0,2,75.0,2
3240,Hoodi,1490.0,3,79.0,3
3241,Hoodi,1240.0,2,65.0,2
3242,Hoodi,1370.0,3,67.0,3
3243,Hoodi,1108.0,2,74.23,2
3244,Hoodi,1257.0,2,68.5,2
3245,Hoodi,1000.0,2,48.0,2
3246,Hoodi,1063.0,2,61.17,2
3247,Hoodi,1259.0,2,69.45,2
3248,Hoodi,711.0,1,42.65,1
3249,Hoodi,1559.0,3,81.55,3
3250,Hoodi,863.0,1,40.55,1
3251,Hoodi,1715.0,2,100.0,3
3252,Hoodi,1350.0,3,70.0,3
3253,Hoodi,1447.0,3,76.0,2
3254,Hoodi,2144.0,3,140.0,3
3255,Hoodi,1108.0,2,66.46,2
3256,Hoodi,1400.0,3,74.0,3
3257,Hoodi,1837.0,3,110.0,3
3258,Hoodi,1660.0,3,125.0,3
3259,Hoodi,3385.0,4,220.0,4
3260,Hoodi,1644.0,3,80.51,3
3261,Hoodi,1181.0,2,55.0,2
3262,Hoodi,1490.0,3,85.0,3
3263,Hoodi,1258.5,2,59.135,2
3264,Horamavu Agara,1200.0,2,45.0,2
3265,Horamavu Agara,1560.0,3,75.0,3
3266,Horamavu Agara,755.0,2,37.49,2
3267,Horamavu Agara,982.0,2,47.65,2
3268,Horamavu Agara,1650.0,2,75.0,3
3269,Horamavu Agara,950.0,2,39.0,2
3270,Horamavu Agara,1756.0,3,92.0,3
3271,Horamavu Agara,1106.0,2,43.09,2
3272,Horamavu Agara,1079.0,2,41.0,2
3273,Horamavu Agara,1265.0,2,65.0,3
3274,Horamavu Agara,1060.0,2,37.0,2
3275,Horamavu Agara,1107.83,2,41.51,2
3276,Horamavu Agara,980.0,2,38.19,2
3277,Horamavu Agara,1250.0,3,65.0,3
3278,Horamavu Agara,1145.0,2,41.21,2
3279,Horamavu Agara,2400.0,3,80.0,5
3280,Horamavu Agara,1000.0,2,46.0,2
3281,Horamavu Agara,760.0,2,37.49,2
3282,Horamavu Agara,1150.0,2,42.0,2
3283,Horamavu Agara,1364.0,2,50.0,3
3284,Horamavu Agara,750.0,2,37.49,2
3285,Horamavu Agara,625.0,1,27.0,1
3286,Horamavu Agara,1080.0,2,38.0,2
3287,Horamavu Agara,994.0,2,42.28,2
3288,Horamavu Agara,1107.83,2,41.51,2
3289,Horamavu Agara,1300.0,2,52.0,3
3290,Horamavu Agara,1090.0,2,46.0,2
3291,Horamavu Agara,1400.0,3,63.0,3
3292,Horamavu Agara,1557.0,3,70.0,3
3293,Horamavu Agara,1058.0,2,47.0,2
3294,Horamavu Banaswadi,1554.0,3,55.0,3
3295,Horamavu Banaswadi,1611.0,3,66.0,3
3296,Horamavu Banaswadi,1460.0,2,80.5,2
3297,Horamavu Banaswadi,1156.0,2,46.0,2
3298,Horamavu Banaswadi,1180.0,2,58.0,2
3299,Horamavu Banaswadi,1307.0,2,51.6,2
3300,Horamavu Banaswadi,1357.0,2,54.0,2
3301,Horamavu Banaswadi,925.0,2,38.0,2
3302,Horamavu Banaswadi,1272.0,2,48.0,2
3303,Horamavu Banaswadi,1225.0,2,49.5,2
3304,Horamavu Banaswadi,1272.0,2,51.5,2
3305,Horamavu Banaswadi,1272.0,2,51.5,2
3306,Horamavu Banaswadi,1156.0,2,46.9,2
3307,Horamavu Banaswadi,1200.0,2,45.0,2
3308,Horamavu Banaswadi,1254.0,2,47.0,2
3309,Horamavu Banaswadi,1610.0,3,68.0,3
3310,Horamavu Banaswadi,1210.0,2,50.0,2
3311,Horamavu Banaswadi,1357.0,2,54.0,2
3312,Horamavu Banaswadi,1272.0,2,50.0,2
3313,Horamavu Banaswadi,1200.0,2,45.0,2
3314,Horamavu Banaswadi,1025.0,2,45.0,2
3315,Horamavu Banaswadi,1081.0,2,52.0,2
3316,Horamavu Banaswadi,1000.0,2,50.0,2
3317,Hormavu,1500.0,2,78.0,2
3318,Hormavu,1150.0,2,55.0,2
3319,Hormavu,2100.0,3,73.0,3
3320,Hormavu,1180.0,2,50.0,2
3321,Hormavu,1200.0,2,67.0,2
3322,Hormavu,1200.0,3,70.0,2
3323,Hormavu,1175.0,2,52.0,2
3324,Hormavu,1351.0,2,53.0,1
3325,Hormavu,1141.0,2,44.4,2
3326,Hormavu,1130.0,2,42.3,2
3327,Hormavu,1500.0,3,70.0,3
3328,Hormavu,1725.0,3,85.0,3
3329,Hormavu,1153.0,2,65.0,2
3330,Hormavu,1150.0,2,53.11,2
3331,Hormavu,1123.0,2,56.0,2
3332,Hormavu,1385.0,2,69.0,3
3333,Hormavu,1617.5,3,73.595,3
3334,Hormavu,1030.0,2,49.35,2
3335,Hormavu,1018.0,2,50.8,2
3336,Hormavu,1555.0,3,75.0,3
3337,Hormavu,1143.0,2,53.0,2
3338,Hormavu,1100.0,2,38.0,2
3339,Hormavu,1000.0,2,50.0,2
3340,Hormavu,1200.0,2,68.0,2
3341,Hormavu,1553.0,2,58.23,3
3342,Hormavu,1200.0,2,68.0,2
3343,Hormavu,765.0,2,37.49,2
3344,Hormavu,1420.0,3,58.0,3
3345,Hormavu,1081.5,2,38.665,2
3346,Hormavu,1250.0,2,60.0,2
3347,Hormavu,965.0,2,37.15,2
3348,Hormavu,583.0,1,28.275,1
3349,Hormavu,1129.0,2,44.0,2
3350,Hormavu,1385.0,2,69.25,3
3351,Hormavu,1165.0,2,40.0,2
3352,Hormavu,1065.0,2,50.92,2
3353,Hormavu,1046.0,2,60.0,2
3354,Hormavu,1400.0,2,75.0,2
3355,Hormavu,1365.0,2,65.0,3
3356,Hormavu,1196.0,2,44.8,2
3357,Hormavu,1263.0,2,47.36,2
3358,Hormavu,1015.0,2,39.08,2
3359,Hormavu,1550.0,2,60.0,3
